y_true,y_pred
58400.0,70718.2
177400.0,170634.84
294800.0,282958.38
49000.0,53743.49
108500.0,99585.17
232500.0,243422.58
361300.0,358236.3
158000.0,161846.92
240600.0,291884.25
226200.0,225439.89
456300.0,362980.4
233900.0,219355.25
407000.0,380326.6
57500.0,78641.98
62000.0,67500.2
123200.0,114516.32
67700.0,70263.484
439100.0,322236.28
226500.0,189192.95
269400.0,247946.62
122200.0,128106.36
47700.0,49142.73
67500.0,173518.94
173500.0,205526.77
138800.0,140293.44
326700.0,210304.83
114600.0,140406.94
223200.0,228197.4
167500.0,114121.984
231800.0,189271.62
277400.0,175971.0
106400.0,114018.74
214800.0,219314.67
67500.0,80208.37
119400.0,117099.27
173900.0,129420.055
65800.0,56842.61
201900.0,194712.61
144000.0,199342.66
73800.0,85157.39
197600.0,170736.58
205000.0,193705.23
345300.0,203954.19
140800.0,154505.48
287900.0,274447.28
218300.0,274268.6
173300.0,182022.45
261400.0,332363.75
175300.0,175943.48
281500.0,256012.58
88200.0,123386.305
146000.0,124478.27
81400.0,96013.34
109700.0,91554.42
383900.0,354720.75
64900.0,55231.13
57400.0,68147.28
189600.0,178474.22
146600.0,178484.77
121400.0,125440.1
343000.0,343762.2
176100.0,162837.02
227500.0,221206.64
151300.0,174803.34
381500.0,225042.08
140800.0,93945.74
159600.0,122419.79
96100.0,124711.164
152800.0,141966.55
156500.0,157240.64
162900.0,179742.5
143000.0,114820.77
254300.0,309142.12
282900.0,302902.66
72600.0,87542.36
175000.0,309678.88
381900.0,286128.12
340900.0,327895.97
195400.0,182249.47
116700.0,201615.33
252300.0,302162.03
76300.0,91783.03
276000.0,176872.48
89400.0,92553.2
228900.0,202080.8
299300.0,309110.88
162500.0,189755.28
215300.0,205682.86
227600.0,150850.38
156300.0,103343.97
85700.0,103816.94
261800.0,253038.38
268500.0,276463.75
164200.0,135176.03
100000.0,102185.266
322200.0,282193.03
240000.0,225865.12
170700.0,126233.11
53900.0,51400.793
243700.0,221975.03
425000.0,222602.1
62000.0,66861.18
169900.0,209010.98
133700.0,160615.9
123400.0,113138.984
145800.0,143190.17
181500.0,193657.02
360600.0,330633.2
452600.0,331515.7
192000.0,188423.19
113000.0,127337.64
151900.0,141094.73
47800.0,46596.0
192000.0,186531.92
287600.0,276957.47
62000.0,76020.93
493300.0,304313.6
155400.0,148798.72
359900.0,349235.97
221200.0,269335.4
418500.0,193076.31
158000.0,157097.94
432400.0,448324.22
152000.0,182601.95
136300.0,134872.27
47800.0,53051.53
127000.0,151718.92
274300.0,225914.25
159900.0,161278.06
72900.0,93984.91
49800.0,47197.363
124300.0,141011.34
178600.0,118873.94
310000.0,467405.47
144000.0,122171.37
187500.0,136145.45
181700.0,186214.48
109800.0,119592.47
344700.0,302243.28
167900.0,237488.61
83600.0,92738.305
138900.0,142632.73
106300.0,167385.69
110200.0,103867.445
98800.0,120081.96
74200.0,159521.98
52800.0,96762.61
168000.0,162537.1
318400.0,323664.44
293300.0,207514.42
156100.0,130167.695
197500.0,201130.42
224900.0,222323.75
90300.0,112924.69
125000.0,122671.3
260400.0,308521.25
352600.0,365018.78
331400.0,392294.34
214600.0,153786.92
166000.0,170786.73
158300.0,205976.9
68400.0,50227.22
64700.0,62819.31
244400.0,153098.12
92800.0,101416.06
273200.0,296421.38
71300.0,101874.766
130100.0,144321.08
179600.0,144891.19
137300.0,164904.89
146500.0,136583.6
418400.0,268316.3
181300.0,215194.8
47500.0,73989.84
229200.0,211539.9
121500.0,115617.086
176900.0,142667.97
237600.0,229477.8
370900.0,433355.0
269500.0,269185.2
91400.0,91116.46
166100.0,165338.1
324000.0,296038.88
232300.0,256610.72
423200.0,383714.06
306300.0,404665.3
229900.0,216787.27
201200.0,198026.7
157400.0,156985.77
277500.0,225899.81
166300.0,205061.2
198600.0,237262.45
94800.0,131375.42
356300.0,365010.1
300000.0,241200.23
350000.0,288310.7
157600.0,122958.25
63800.0,65119.637
112500.0,140087.81
94200.0,92871.69
212700.0,211452.16
347900.0,341549.88
178100.0,182363.7
405500.0,399494.5
362500.0,404905.44
196900.0,201214.25
137500.0,191285.69
191100.0,156784.38
500000.0,327181.9
332700.0,372848.4
263100.0,165098.12
91900.0,75328.9
347800.0,278290.3
167400.0,245729.84
208300.0,203499.16
90400.0,94617.04
202700.0,175507.42
173300.0,161788.6
60000.0,62994.73
193800.0,107016.086
89200.0,91730.266
350500.0,339106.9
190400.0,189394.78
239200.0,245483.44
163900.0,172710.47
174200.0,199639.62
48300.0,72850.64
79600.0,80682.11
244600.0,269417.1
159900.0,224548.98
159100.0,173163.03
315000.0,305101.1
212500.0,152713.0
359200.0,345012.22
136700.0,122207.73
160500.0,199696.0
70100.0,68008.28
212500.0,156012.81
78800.0,84783.414
154500.0,168007.64
183300.0,166642.02
411600.0,344705.38
79900.0,75240.445
157000.0,210810.06
141600.0,95355.69
162500.0,146410.64
433300.0,287968.0
55100.0,54632.86
204000.0,203856.38
134400.0,100382.8
123800.0,141522.48
175000.0,201698.4
225800.0,235420.1
113700.0,142383.89
286000.0,260339.48
101000.0,109120.15
139700.0,95649.414
190400.0,203727.12
90300.0,119699.95
292700.0,226466.69
302500.0,287911.44
92800.0,109847.59
157800.0,180040.14
92200.0,117704.33
303400.0,269670.8
115400.0,144268.23
68500.0,50435.73
222900.0,218119.67
80900.0,64422.246
98800.0,68090.51
134600.0,127556.91
353400.0,270190.06
216000.0,265323.66
264300.0,270830.34
323700.0,234562.0
127900.0,141331.1
94400.0,67316.47
301500.0,294056.28
91700.0,92894.36
150000.0,185937.3
231400.0,242124.17
214100.0,220647.25
183300.0,174754.0
90000.0,86155.375
339200.0,302827.25
210200.0,195772.25
132000.0,112979.625
376800.0,300591.0
156300.0,135951.75
226100.0,217776.31
151200.0,188391.38
167000.0,163661.69
214600.0,233726.19
284400.0,280360.66
151400.0,143020.66
53000.0,48949.082
240000.0,285704.12
281300.0,241345.19
175000.0,174027.05
125700.0,171846.42
266300.0,277545.53
248400.0,265166.8
76800.0,62569.562
213700.0,184661.58
113300.0,130952.87
117200.0,121227.32
162100.0,153393.34
225200.0,240287.14
87500.0,177315.98
144100.0,177579.14
353400.0,248417.16
83100.0,118920.086
173200.0,157700.33
243600.0,217784.83
233700.0,184213.23
109700.0,176430.6
132000.0,125008.5
170800.0,167575.9
160400.0,173384.62
190500.0,199547.31
153800.0,162123.75
96500.0,117155.69
101800.0,107775.74
405200.0,297609.94
53500.0,54639.426
289600.0,221148.22
61500.0,64756.598
184100.0,183063.66
80800.0,168700.44
268000.0,250856.44
180100.0,209068.0
137500.0,127883.95
272800.0,286137.12
176500.0,197755.31
139000.0,129051.54
205100.0,184803.94
279900.0,351925.03
286500.0,235200.4
61200.0,63204.39
84100.0,80685.42
162800.0,151588.75
246700.0,231523.03
146900.0,109591.54
207000.0,185132.39
110900.0,140477.66
39600.0,52077.574
96700.0,109054.71
463800.0,335053.9
190900.0,203022.11
125900.0,102610.66
374100.0,379633.0
149500.0,163106.2
67500.0,64806.086
391500.0,327477.84
189800.0,210306.23
189300.0,181421.25
130600.0,165750.47
61500.0,70206.086
339000.0,387297.5
254000.0,277675.0
190000.0,166800.38
175500.0,155527.92
353900.0,346461.34
83400.0,91287.55
72500.0,64596.723
288400.0,213992.66
137500.0,135798.7
346500.0,277747.03
206300.0,97528.05
116300.0,147656.1
181800.0,135716.11
194100.0,172631.92
358200.0,352005.6
182600.0,171152.14
98300.0,98055.63
210500.0,226663.1
154300.0,99569.31
68300.0,78029.82
64400.0,62348.035
189400.0,213067.33
132700.0,180033.11
135100.0,138279.42
283800.0,263807.03
146300.0,160083.42
70600.0,81868.555
176100.0,194847.28
81800.0,60316.62
148800.0,130347.32
262800.0,301011.28
409600.0,361201.3
175000.0,174320.06
133100.0,168258.9
498600.0,433526.53
73200.0,73967.195
84400.0,86498.6
104800.0,81975.04
162500.0,227208.05
147900.0,133210.72
238000.0,233730.42
91600.0,127940.44
75300.0,71897.46
74500.0,81144.8
135900.0,145818.42
155000.0,198955.2
154300.0,197867.19
293100.0,247012.25
93800.0,109670.586
159100.0,175235.14
189400.0,186829.95
287500.0,239386.88
120100.0,184515.83
67900.0,56531.27
85100.0,67615.47
177800.0,115729.164
132100.0,116495.23
101900.0,110954.47
122700.0,150810.53
209000.0,221141.25
202800.0,185775.28
147400.0,145717.5
235500.0,256461.72
70200.0,93301.36
111700.0,96294.41
490400.0,369290.2
89600.0,115513.82
225400.0,165916.2
97500.0,74040.664
54000.0,58214.76
394600.0,357962.75
266200.0,247980.69
334100.0,343612.75
234600.0,273511.62
100800.0,93966.44
142600.0,191914.45
183400.0,225356.92
238700.0,224953.23
104100.0,81478.86
96400.0,116747.02
127900.0,130484.51
223100.0,243052.81
149800.0,147354.08
164400.0,155092.61
372900.0,326824.5
141700.0,203176.86
225000.0,193172.83
203300.0,150945.34
329200.0,249878.9
181300.0,139719.03
91300.0,99460.734
360600.0,293601.75
297400.0,348297.34
78200.0,80824.27
84400.0,87492.03
155600.0,142052.67
493400.0,378432.56
174000.0,151371.19
369700.0,388860.06
267100.0,206982.16
155000.0,142913.9
65500.0,61793.727
279400.0,299108.03
225000.0,275796.44
122900.0,146733.12
95300.0,98386.1
161100.0,144778.06
214200.0,175710.9
72100.0,108441.055
118200.0,131437.08
346100.0,232609.9
132400.0,128547.914
156900.0,126399.71
177900.0,202643.94
148400.0,234544.1
130600.0,97452.92
268800.0,355003.7
417900.0,339697.62
191100.0,130824.17
140300.0,185560.16
350000.0,145908.84
312500.0,112400.79
262500.0,226494.12
159400.0,108879.914
80200.0,94830.96
263800.0,257698.61
217700.0,240810.88
108800.0,92966.06
500000.0,359304.5
187500.0,212657.47
354100.0,343931.4
123200.0,120053.22
206300.0,134082.14
207400.0,277301.06
151900.0,139554.44
102600.0,154983.64
196700.0,233129.36
103400.0,138742.42
97800.0,68984.01
89400.0,84987.984
