y_true,y_pred
58400.0,73050.8
177400.0,183554.38
294800.0,334455.97
49000.0,54340.047
108500.0,92193.87
232500.0,234468.95
361300.0,298116.72
158000.0,164407.42
240600.0,316788.2
226200.0,237632.25
456300.0,422691.8
233900.0,221935.66
407000.0,418453.94
57500.0,71585.266
62000.0,71421.055
123200.0,120385.36
67700.0,71533.805
439100.0,329247.75
226500.0,198944.95
269400.0,273583.1
122200.0,131237.05
47700.0,67614.44
67500.0,114759.25
173500.0,215133.64
138800.0,142464.44
326700.0,235671.69
114600.0,140593.19
223200.0,237599.16
167500.0,115658.77
231800.0,145941.0
277400.0,173632.0
106400.0,115615.32
214800.0,186269.36
67500.0,100403.95
119400.0,103163.86
173900.0,107478.91
65800.0,62033.453
201900.0,193807.6
144000.0,191372.55
73800.0,89635.66
197600.0,168286.98
205000.0,202820.45
345300.0,204939.39
140800.0,137911.06
287900.0,315117.97
218300.0,269797.9
173300.0,215937.14
261400.0,267705.72
175300.0,173935.12
281500.0,250722.5
88200.0,124380.61
146000.0,127312.75
81400.0,78872.484
109700.0,76661.984
383900.0,305897.66
64900.0,51956.63
57400.0,63441.6
189600.0,179799.4
146600.0,258840.98
121400.0,139727.83
343000.0,310619.75
176100.0,172136.1
227500.0,224985.42
151300.0,182863.7
381500.0,243413.3
140800.0,99028.195
159600.0,137827.31
96100.0,95853.414
152800.0,149283.84
156500.0,167688.94
162900.0,160143.6
143000.0,116038.836
254300.0,307113.94
282900.0,302549.84
72600.0,89443.016
175000.0,321626.56
381900.0,327194.38
340900.0,323478.06
195400.0,202687.81
116700.0,219837.12
252300.0,329885.16
76300.0,96842.555
276000.0,178784.78
89400.0,92682.695
228900.0,202371.44
299300.0,303411.78
162500.0,180655.38
215300.0,222901.84
227600.0,146689.75
156300.0,99069.57
85700.0,97020.97
261800.0,233495.83
268500.0,270438.03
164200.0,154269.33
100000.0,111552.664
322200.0,279400.8
240000.0,228437.14
170700.0,148906.19
53900.0,59955.137
243700.0,199858.7
425000.0,172873.94
62000.0,71771.266
169900.0,205086.23
133700.0,154856.72
123400.0,127009.94
145800.0,182962.78
181500.0,192869.64
360600.0,330523.16
452600.0,370628.44
192000.0,180585.44
113000.0,163652.0
151900.0,134582.92
47800.0,64697.402
192000.0,176107.16
287600.0,248395.6
62000.0,145375.34
493300.0,280105.16
155400.0,152104.28
359900.0,349858.0
221200.0,244311.92
418500.0,205448.58
158000.0,152747.1
432400.0,421335.53
152000.0,175585.27
136300.0,125066.336
47800.0,47127.51
127000.0,168641.4
274300.0,220516.2
159900.0,142278.69
72900.0,96093.49
49800.0,51745.43
124300.0,137459.23
178600.0,98372.5
310000.0,387899.28
144000.0,106107.45
187500.0,128162.445
181700.0,200938.89
109800.0,123978.08
344700.0,260229.78
167900.0,179102.03
83600.0,99586.5
138900.0,168534.48
106300.0,191400.66
110200.0,107605.57
98800.0,127492.94
74200.0,100988.41
52800.0,83907.6
168000.0,178639.73
318400.0,284106.5
293300.0,201324.44
156100.0,159478.17
197500.0,219095.78
224900.0,215247.75
90300.0,123595.34
125000.0,126512.59
260400.0,279271.1
352600.0,388995.44
331400.0,380228.3
214600.0,140856.1
166000.0,170808.08
158300.0,164876.73
68400.0,48639.44
64700.0,74552.52
244400.0,163380.36
92800.0,107575.195
273200.0,252801.03
71300.0,110945.16
130100.0,152961.38
179600.0,155852.2
137300.0,147524.22
146500.0,141069.17
418400.0,199409.0
181300.0,228737.55
47500.0,66214.055
229200.0,204901.88
121500.0,115396.445
176900.0,132938.23
237600.0,268085.62
370900.0,381608.03
269500.0,291461.16
91400.0,99898.98
166100.0,149465.47
324000.0,274492.56
232300.0,239730.02
423200.0,382027.88
306300.0,324634.5
229900.0,198052.95
201200.0,205880.28
157400.0,185960.52
277500.0,267497.72
166300.0,184474.66
198600.0,224297.3
94800.0,142181.03
356300.0,361410.47
300000.0,215752.5
350000.0,313488.88
157600.0,126791.37
63800.0,72824.8
112500.0,171974.47
94200.0,98214.92
212700.0,165314.28
347900.0,320810.78
178100.0,174725.17
405500.0,336855.78
362500.0,306975.12
196900.0,191596.8
137500.0,176307.97
191100.0,140160.23
500000.0,287466.44
332700.0,238592.34
263100.0,173054.23
91900.0,73250.39
347800.0,244476.25
167400.0,207759.56
208300.0,181763.98
90400.0,97239.86
202700.0,169639.56
173300.0,159812.81
60000.0,74732.766
193800.0,149805.39
89200.0,83361.72
350500.0,372649.0
190400.0,174672.03
239200.0,243720.14
163900.0,157027.39
174200.0,199496.12
48300.0,72306.25
79600.0,73890.34
244600.0,278381.34
159900.0,230865.98
159100.0,191809.97
315000.0,300804.38
212500.0,91016.15
359200.0,340006.2
136700.0,116502.89
160500.0,165249.34
70100.0,55812.734
212500.0,152894.88
78800.0,88799.19
154500.0,168604.73
183300.0,168471.33
411600.0,333137.1
79900.0,76602.055
157000.0,229074.39
141600.0,91815.43
162500.0,201484.23
433300.0,304412.28
55100.0,66714.62
204000.0,210168.3
134400.0,117127.87
123800.0,155766.02
175000.0,235992.19
225800.0,222586.61
113700.0,129390.44
286000.0,249234.66
101000.0,110296.04
139700.0,82994.05
190400.0,224592.03
90300.0,122871.51
292700.0,245289.42
302500.0,340624.44
92800.0,101753.01
157800.0,185927.53
92200.0,130378.28
303400.0,270745.12
115400.0,127527.59
68500.0,54179.32
222900.0,288534.84
80900.0,65975.54
98800.0,68119.734
134600.0,151436.31
353400.0,256263.45
216000.0,189559.58
264300.0,243057.92
323700.0,255945.69
127900.0,144371.88
94400.0,78300.125
301500.0,293957.03
91700.0,96295.875
150000.0,201793.08
231400.0,260213.64
214100.0,246584.81
183300.0,177302.8
90000.0,83894.0
339200.0,303974.22
210200.0,220061.58
132000.0,126886.086
