y_true,y_pred
58400.0,77073.68
177400.0,182959.81
294800.0,326455.38
49000.0,60614.98
108500.0,108746.88
232500.0,254191.11
361300.0,316702.7
158000.0,160479.17
240600.0,313608.5
226200.0,249439.62
456300.0,432337.84
233900.0,233591.83
407000.0,419401.22
57500.0,73429.375
62000.0,75554.31
123200.0,132094.17
67700.0,73975.805
439100.0,351146.94
226500.0,222607.62
269400.0,266100.84
122200.0,134933.64
47700.0,68639.87
67500.0,124731.74
173500.0,210840.81
138800.0,142660.22
326700.0,215845.94
114600.0,154891.28
223200.0,220346.55
167500.0,112011.06
231800.0,154881.69
277400.0,175404.02
106400.0,115207.64
214800.0,192692.23
67500.0,92973.42
119400.0,114263.99
173900.0,113478.516
65800.0,60827.043
201900.0,206658.28
144000.0,215004.22
73800.0,95506.125
197600.0,160323.9
205000.0,214055.12
345300.0,232615.9
140800.0,121369.61
287900.0,313612.38
218300.0,285570.1
173300.0,219823.5
261400.0,282997.5
175300.0,182992.62
281500.0,250207.98
88200.0,126028.74
146000.0,117878.67
81400.0,85453.84
109700.0,83745.4
383900.0,346503.62
64900.0,52302.0
57400.0,70601.96
189600.0,181560.06
146600.0,237995.34
121400.0,131905.6
343000.0,334809.56
176100.0,168050.27
227500.0,249490.55
151300.0,179580.58
381500.0,248225.33
140800.0,104653.35
159600.0,139930.52
96100.0,106774.88
152800.0,142470.69
156500.0,162428.94
162900.0,163623.77
143000.0,124950.45
254300.0,319311.47
282900.0,298105.9
72600.0,77921.03
175000.0,346652.7
381900.0,322580.34
340900.0,342170.3
195400.0,187858.89
116700.0,211143.25
252300.0,339460.25
76300.0,101126.32
276000.0,184160.36
89400.0,95866.766
228900.0,220294.86
299300.0,319339.78
162500.0,181760.0
215300.0,240258.05
227600.0,192114.42
156300.0,111541.28
85700.0,107913.56
261800.0,238343.33
268500.0,290595.5
164200.0,151894.81
100000.0,110373.164
322200.0,276033.53
240000.0,248663.44
170700.0,154200.92
53900.0,57107.664
243700.0,215777.81
425000.0,212555.08
62000.0,73289.1
169900.0,187561.72
133700.0,153645.31
123400.0,125377.19
145800.0,185845.81
181500.0,194703.69
360600.0,326196.75
452600.0,378238.06
192000.0,192699.77
113000.0,153487.44
151900.0,142562.42
47800.0,63563.938
192000.0,185893.31
287600.0,249705.25
62000.0,189181.05
493300.0,307634.53
155400.0,150822.89
359900.0,347623.03
221200.0,234990.55
418500.0,195048.81
158000.0,157667.1
432400.0,450387.22
152000.0,178984.89
136300.0,130737.87
47800.0,50451.61
127000.0,172160.88
274300.0,222662.83
159900.0,138286.69
72900.0,107082.95
49800.0,49910.777
124300.0,147151.02
178600.0,96444.67
310000.0,416093.75
144000.0,119780.805
187500.0,128097.69
181700.0,183886.4
109800.0,134225.3
344700.0,267913.6
167900.0,206275.5
83600.0,97870.46
138900.0,167131.73
106300.0,228764.16
110200.0,113638.91
98800.0,129877.78
74200.0,108155.17
52800.0,100240.35
168000.0,171103.02
318400.0,299685.94
293300.0,220448.48
156100.0,123342.66
197500.0,212763.77
224900.0,229961.75
90300.0,116067.28
125000.0,128370.89
260400.0,294706.2
352600.0,443381.75
331400.0,425394.44
214600.0,140550.56
166000.0,186451.89
158300.0,202836.52
68400.0,54218.035
64700.0,73725.14
244400.0,170461.3
92800.0,99676.29
273200.0,286072.75
71300.0,127545.59
130100.0,160438.02
179600.0,144855.95
137300.0,153538.23
146500.0,141195.42
418400.0,224052.94
181300.0,252966.72
47500.0,75745.35
229200.0,201069.05
121500.0,113159.59
176900.0,123999.95
237600.0,254674.95
370900.0,428448.8
269500.0,280070.16
91400.0,104365.91
166100.0,149994.95
324000.0,298909.84
232300.0,270213.25
423200.0,384766.84
306300.0,359790.03
229900.0,188526.36
201200.0,213354.44
157400.0,183593.25
277500.0,259731.42
166300.0,222155.67
