y_true,y_pred
58400.0,70299.15
177400.0,179689.36
294800.0,286884.16
49000.0,62567.06
108500.0,106157.96
232500.0,220259.98
361300.0,353622.0
158000.0,156095.4
240600.0,290291.62
226200.0,234301.98
456300.0,396370.88
233900.0,223182.19
407000.0,419921.1
57500.0,80554.484
62000.0,69917.63
123200.0,116780.66
67700.0,69468.99
439100.0,392028.06
226500.0,179851.2
269400.0,253402.78
122200.0,139423.94
47700.0,60790.39
67500.0,92767.85
173500.0,203618.36
138800.0,146251.0
326700.0,252793.08
114600.0,127605.09
223200.0,225305.12
167500.0,117967.07
231800.0,196960.86
277400.0,183820.12
106400.0,113576.28
214800.0,217110.44
67500.0,80441.24
119400.0,126394.77
173900.0,133204.88
65800.0,59423.574
201900.0,213070.38
144000.0,204576.39
73800.0,90802.87
197600.0,167626.42
205000.0,202214.97
345300.0,219364.66
140800.0,136297.06
287900.0,277607.47
218300.0,275406.38
173300.0,186049.22
261400.0,346201.4
175300.0,179116.38
281500.0,246779.84
88200.0,102148.53
146000.0,111860.87
81400.0,96314.24
109700.0,101946.01
383900.0,341781.56
64900.0,58286.703
57400.0,78978.99
189600.0,179227.44
146600.0,227746.06
121400.0,132471.88
343000.0,316038.62
176100.0,154106.55
227500.0,238301.73
151300.0,168726.98
381500.0,253047.31
140800.0,102152.625
159600.0,113330.234
96100.0,111374.72
152800.0,138507.5
156500.0,156849.44
162900.0,176366.16
143000.0,126544.57
254300.0,298126.94
282900.0,284373.78
72600.0,89069.16
175000.0,356232.06
381900.0,308665.75
340900.0,316427.06
195400.0,192734.86
116700.0,185123.73
252300.0,333414.9
76300.0,102541.78
276000.0,175293.31
89400.0,102877.47
228900.0,214264.27
299300.0,287823.88
162500.0,175538.72
215300.0,221963.6
227600.0,123980.914
156300.0,112405.51
85700.0,106729.89
261800.0,260460.69
268500.0,256244.39
164200.0,164426.08
100000.0,109808.21
322200.0,296599.53
240000.0,262238.28
170700.0,145350.95
53900.0,59706.297
243700.0,218754.22
425000.0,225318.89
62000.0,66004.93
169900.0,198849.92
133700.0,162603.0
123400.0,127685.555
145800.0,142799.73
181500.0,192130.36
360600.0,330324.0
452600.0,357400.6
192000.0,186974.33
113000.0,138282.2
151900.0,127733.54
47800.0,61206.62
192000.0,180342.77
287600.0,234452.4
62000.0,64566.17
493300.0,298403.44
155400.0,159618.16
359900.0,349138.06
221200.0,244071.36
418500.0,199393.61
158000.0,174917.73
432400.0,460778.62
152000.0,187620.4
136300.0,122996.13
47800.0,52979.434
127000.0,153562.84
274300.0,193521.52
159900.0,161846.45
72900.0,94644.39
49800.0,57370.617
124300.0,143755.81
178600.0,115194.234
310000.0,371994.22
144000.0,128212.695
187500.0,133945.89
181700.0,186946.33
109800.0,126330.055
344700.0,299385.72
167900.0,212399.25
83600.0,99210.83
138900.0,146185.88
106300.0,216647.75
110200.0,119654.984
98800.0,115071.805
74200.0,171351.88
52800.0,101299.484
168000.0,167055.89
318400.0,331468.56
293300.0,219100.17
156100.0,133360.84
197500.0,211928.61
224900.0,236864.33
90300.0,101729.72
125000.0,106644.12
260400.0,307133.28
352600.0,419082.94
331400.0,370607.94
214600.0,142099.83
166000.0,170414.16
158300.0,179866.12
68400.0,51912.746
64700.0,66650.516
244400.0,142313.56
92800.0,95309.86
273200.0,294834.1
71300.0,125748.28
130100.0,166876.6
179600.0,160980.4
137300.0,155250.36
146500.0,138983.45
418400.0,196384.11
181300.0,240863.02
47500.0,68871.41
229200.0,187202.7
121500.0,109816.9
176900.0,136051.48
237600.0,256185.5
370900.0,395364.38
269500.0,276455.03
91400.0,104046.1
166100.0,169790.25
324000.0,295629.22
232300.0,227599.94
423200.0,373012.72
306300.0,340173.84
229900.0,240923.89
201200.0,210580.6
157400.0,163261.36
277500.0,239569.36
166300.0,195773.75
198600.0,248089.25
94800.0,130595.18
356300.0,363827.75
300000.0,226615.11
350000.0,363883.97
157600.0,130848.76
63800.0,71451.72
112500.0,174646.2
94200.0,94919.18
212700.0,179354.48
347900.0,380090.56
178100.0,192665.03
405500.0,388093.16
362500.0,393536.9
196900.0,212504.2
137500.0,175758.84
191100.0,156419.38
500000.0,307210.6
332700.0,349524.84
263100.0,167002.69
91900.0,75326.02
347800.0,256717.69
167400.0,236697.22
208300.0,189410.31
90400.0,97109.19
202700.0,185244.53
173300.0,174451.61
60000.0,87154.25
193800.0,141885.19
89200.0,86446.16
350500.0,336551.38
190400.0,176627.22
239200.0,254884.88
163900.0,162647.81
174200.0,193621.38
48300.0,68602.44
79600.0,82005.92
244600.0,280281.5
159900.0,229734.44
159100.0,158315.6
315000.0,351679.12
212500.0,101799.984
359200.0,314326.8
136700.0,127338.86
160500.0,210122.0
70100.0,62973.95
212500.0,126647.31
78800.0,88712.516
154500.0,168803.6
183300.0,186374.9
411600.0,339191.3
79900.0,91448.13
157000.0,237365.66
141600.0,105907.69
162500.0,153342.16
433300.0,332893.2
55100.0,67987.73
204000.0,217966.84
134400.0,105389.4
123800.0,137727.45
175000.0,212129.81
225800.0,233841.9
113700.0,129449.06
286000.0,272555.22
101000.0,116702.164
139700.0,103529.02
190400.0,252240.64
90300.0,114916.516
292700.0,239464.05
302500.0,301502.28
92800.0,100309.01
157800.0,174211.53
92200.0,129975.55
303400.0,261878.89
115400.0,108287.28
68500.0,56251.24
222900.0,217319.45
80900.0,73119.59
98800.0,72567.45
134600.0,140887.4
353400.0,253830.4
216000.0,263904.16
264300.0,257958.03
323700.0,252395.36
127900.0,149467.61
94400.0,83347.73
301500.0,293404.44
91700.0,107909.86
150000.0,190916.64
231400.0,245263.7
214100.0,244858.45
183300.0,177937.69
90000.0,102963.25
339200.0,295780.66
210200.0,211622.03
132000.0,119654.984
376800.0,327426.62
156300.0,119271.62
226100.0,222379.31
151200.0,172295.23
167000.0,167851.02
214600.0,236409.36
284400.0,283405.06
151400.0,131231.55
53000.0,54241.93
240000.0,277504.78
281300.0,255442.14
175000.0,180014.39
125700.0,176230.98
266300.0,284976.2
248400.0,276184.4
76800.0,71332.56
213700.0,190927.02
113300.0,203348.42
117200.0,127385.86
162100.0,150569.1
225200.0,230466.5
87500.0,188647.94
144100.0,156696.48
353400.0,275611.06
83100.0,106896.44
173200.0,173022.88
243600.0,226156.97
233700.0,191518.8
109700.0,190383.36
132000.0,144853.88
170800.0,178849.92
160400.0,169294.34
190500.0,191293.17
153800.0,144292.31
96500.0,125529.13
101800.0,102975.43
405200.0,297174.88
53500.0,60929.402
289600.0,244468.55
61500.0,71739.04
184100.0,149321.56
80800.0,158295.97
268000.0,211509.84
180100.0,252261.33
137500.0,133634.44
272800.0,291579.88
176500.0,180145.44
139000.0,143010.84
205100.0,202391.31
279900.0,361333.28
286500.0,238476.11
61200.0,64955.27
84100.0,79579.92
162800.0,165735.45
246700.0,217708.2
146900.0,109924.83
207000.0,199499.17
